title,time,url,content
里昂：首予时代电气“买入”评级 目标价36港元,2024-04-26 12:08,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy5268895.shtml,"里昂发布研究报告称，首予时代电气（03898）“买入”评级，目标价36港元。公司于未来3年是中国轨道交通升级，以及维护周期的主要受益者。由于逾期的高级维修订单已开始涌入市场，带动公司2024财年首季接获的订单数量，相比2023财年全年更多。
该行估算，中国现有约3，000台老旧内燃机车须更换，将提供价值逾600亿元人民币的更换需求。至于新兴设备板块亦已进入市场整合的最后阶段，该行预期公司功率半导体业务将于2024财年贡献约36%的盈利。
责任编辑：史丽君"
花旗：重申裕元集团“买入”评级 目标价升至16.5港元,2024-04-26 12:07,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy5268453.shtml,"花旗发布研究报告称，重申裕元集团（00551）“买入”评级，由于制造业务毛利率胜预期，将2024至2026财年净利润预测上调20%至22%，目标价由12.5港元上调至16.5港元。集团发盈喜，指计及单次性出售收益，料首季纯利在低基数下同比升95%至100%，该行认为胜预期。
该行指出，裕元集团零售业务仍面临压力，预计在消费降级和购买力受房地产市场疲软影响的情况下，零售业务今年营收将呈现小幅增长。管理层预计今年零售业务营业利润率同比持平。此外，假设今年派息比率降至60%，2026年进一步降至56%，以现估值计料预测今年股息率达9%，加上其2024至2026年每股盈利年均复合增长率料达20%，十分吸引。
责任编辑：史丽君"
高盛：维持海信家电“买入”评级 目标价升至31港元,2024-04-26 12:06,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy6818435.shtml,"高盛发布研究报告称，略微上调海信家电（00921）H股目标价3.3%，从30港元升至31港元，上调2024-2026年每股盈利预测2%，维持“买入”评级。公司2024年第一季业绩好于预期，收入增长加快，经常性利润增长强势。期内总收入和纯利分别为234.86亿和9.81亿元人民币，增21%和59%，均高于高盛的预测。
高盛认为，相比于去年，今年公司管理层对达成全年增长目标、表现优于同行、持续提升效率，仍充满信心。不过对2024年剩下时间分体空调毛利率似乎逐渐保守，主要由于铜、铝价各上升，影响成本增加。
公司管理层4月24日强调三个关键议题：国内需求恢复、海外增长前景以及利润前景。管理层对国内整体体需求的走势持中性态度，公司将主要聚焦高端化以改善产品组合；海外增长由于基数逐渐升高而放缓；2024年剩下时间利润率改善将继续，不过可能会由于销货成本上升，会导致有所收窄。管理层又预计，公司收购的日本三电将在2024年全年实现收支平衡，2025年提供较有意义的盈利贡献。
责任编辑：史丽君"
花旗：维持新东方-S“买入”评级 目标价上调90%至99港元,2024-04-26 12:05,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy6817951.shtml,"花旗发布研究报告称，在K-9业务推动下，新东方-S（09901）第三财季收入同比增长60.1%，但由于东方甄选拖累，非美国通用会计准则下息税前利润率仍维持在11.7%的水平。该行预计，如果没有东方甄选，利润率将提高3个百分点。目标价上调90%至99港元，是该行在K-12教育行业首选，维持“买入”评级。
对于第四财季，该行预测收入将同比增长29%，但利润率将下降至5.9%，原因是产能提升和加强员工激励以及对新企业的投资。不过，该行认为行业整合和东方甄选支出缩减应能扭转这一趋势，使利润率在2025财年达到13.1%。
责任编辑：史丽君"
大摩：维持小米集团-W“增持”评级 目标价20港元,2024-04-26 12:04,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy5267027.shtml,"摩根士丹利发布研究报告称，维持小米集团-W(01810)“增持”评级，目标价20港元。小米董事长雷军表示，SU7上市仅28天，出货量已达5781台。
报告中称，截至4月24日，确认的新订单已超过75723台，高于4月20日的70000台，这意味着，尽管等待交付时间较长，但新订单势头良好。大摩参观小米位于北京的电动车工厂后表示，小米工厂高度自动化，拥有先进的生产设备和生产运营系统。该行认为，这是支撑SU7良好品质及快速提升产能的重要因素。
责任编辑：史丽君"
交银国际：维持新东方-S“买入”评级 目标价下调至89港元,2024-04-26 12:03,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy6817091.shtml,"交银国际发布研究报告称，不考虑东方甄选（01797），将新东方-S（09901）目标价下调至89港元，对应2024/25财年33及27倍市盈率及2025财年利润增速48%，维持“买入”评级。因东方甄选投入加大，下调集团营运利润率预测，由14%及降至12.8%。
该行指出，受东方甄选及文旅收入放量拉动，上调2024/25财年收入4%及24%。季绩发布后股价收盘跌幅14%，主要受利润率短期压力影响，现价对应教育业务市盈率20倍。该行认为，教培需求及公司业务表现仍稳健，预计2025财年教育收入将增加30%，利润率持续优化。此外，新东方2024财年第三财季收入12亿美元，年增60%，比该行预期增速44%，主要受教育新业务及东方甄选自营增长拉动。调整后归母净利1.05亿美元，低于该行预期的1.2亿美元。
责任编辑：史丽君"
光大证券：维持ASMPT“增持”评级 看好AI芯片和HBM驱动TCB设备在24/25年加速出货,2024-04-26 12:02,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy6816717.shtml,"光大证券（维权）发布研究报告称，维持ASMPT（00522）“增持”评级，考虑到半导体复苏不及预期，公司传统封装、SMT等业务承压，下调24-25年净利润预测至13.65/25.63亿港币（相对上次预测分别-38%/-2%），新增26年净利润预测33.54亿港币，同比+90.8%/+87.8%/+30.9%。但考虑到23年公司盈利低基数，24年盈利有望大幅同比增长；积极发展先进封装业务，在AI芯片和HBM需求驱动下，TCB设备和HB设备营收有望长期保持高速增长。
该行表示，看好AI芯片和HBM驱动TCB设备在24/25年加速出货：AI军备竞赛有望驱动CPU/GPU和高带宽存储器（HBM）需求高涨，考虑到逻辑芯片和HBM的后续扩产计划，看好24和25年TCB需求带动先进封装业务的相关订单和收入高速增长。1）逻辑芯片方面，晶圆厂和OSAT订单交付超预期，后续有望合作下一代超微间距TCB设备。24Q1已向领先晶圆代工客户交付23H2签订的应用于芯片到基底（C2S）的TCB订单；近期向领先晶圆代工客户交付应用于芯片到晶圆（C2W）的下一代超微间距TCB设备，预计24年底或25年初进一步出货。
2）HBM方面，TCB凭借高性价比和性能成为首选方案，HBM厚度标准放宽有望增强TCB设备的应用潜力。24Q1公司已向一家领先HBM厂商交付TCB，用于12层HBM3E的生产；并向另一领先HBM厂商交付TCB样品，有望切入其供应链。当前TCB在HBM芯片厚度的性能表现上优于回流焊，在成本方面优于混合键合（HB），且HBM封装厚度的行业标准有望从720μm放宽至775μm，增强了TCB应用于12层、16层及以上HBM的潜力。
责任编辑：史丽君"
一审判决：永安林业向16名投资者赔偿3172万元 4名高管100%连带责任,2024-04-26 12:01,https://finance.sina.com.cn/stock/gmwq/rightscase/2024-04-26/doc-inatcshy5265808.shtml,"4月25日，永安林业（维权）000663就投资者索赔案件进展发布《重大诉讼公告》，福州中院就李某等17名原告与永安林业、苏加旭等5名被告证券虚假陈述责任纠纷案作出一审判决，一审判决结果如下：
一、福建省永安林业（集团）股份有限公司应于本判决生效之日起10日内向16名原告支付赔偿款共计3172.55万元；
二、被告苏加旭、陈松柏、陈振宗、吴景贤对判决第一项确定的债务承担连带赔偿责任。
作为原告代理人之一，北京时择律师事务所臧小丽律师指出，上述17名投资者向永安林业起诉索赔，主要针对的是2016、2017年年报财务造假事项。被判决承担连带责任的4名个人在永安林业违法行为发生期间，均担任高管。
2021年8月24日，永安林业公告收到中国证监会福建监管局下发的《行政处罚决定书》（【2021】3号）。经查，永安林业存在以下违法事实：
一、 永安林业2016年年度报告的财务数据存在虚假记载。2016年度，永安森源公司（系“福建森源”全资子公司，永安林业原全资孙公司）对4个家具项目，通过采取提前确认收入、延迟结转成本等方式，虚增营业收入、虚增营业成本和净利润，导致永安林业2016年年报的财务数据虚假记载。
二、永安林业2017年年度报告的财务数据存在虚假记载。2017年度，福建森源公司及永安森源公司对7个家具项目，虚增营业收入、虚增营业成本及利润。
结合上述2016年度提前确认营业收入、延迟结转营业成本等对2017年度的影响，福建森源公司与永安森源公司上述事项导致永安林业2017年年报的财务数据虚增营业收入5681.72万元，虚增营业成本1687.80万元，虚增净利润 2743.67万元，占当期披露净利润的比例达38.49%。
该《行政处罚决定书》同时认定时任永安林业董事、福建森源董事长、福建森源原股东苏加旭，时任永安林业总经理、福建森源总经理陈松柏，时任永安林业财务总监、福建森源财务总监陈振宗以及时任永安林业董事长吴景贤均系对违法行为直接负责的主管人员。
针对永安林业以上违规行为，福州中院对以下范围投资者的索赔诉求予以一审支持：在2017年4月28日至2019年4月29日期间买入永安林业股票000663，并且在2019年4月30日及之后卖出或继续持股的受损者。
永安林业于2019年4月30日披露的《2018年年度报告》显示，年报披露日前上一月末，永安林业的普通股股东总数为18794户。也就是说，理论上来说，大约有1.8万名投资者可能符合适格投资者赔付范围。而据永安林业公告，在2022年8月至2023年8月期间，仅有李某等17人因证券虚假陈述责任纠纷向法院发起诉讼，这说明，截止到目前绝大多数投资者，尚未加入诉讼。
臧小丽律师提示，符合赔付条件的投资者应当在三年诉讼时效期内及时主张诉讼权利。以永安林业案为例，该案的诉讼时效至2024年8月24日届满。目前，离诉讼时效截止日期仅剩四个月。超过诉讼时效，投资者即便符合条件，也会丧失胜诉权。（永安林业维权入口）
投资者参与索赔基础资料清单
1、买卖永安林业股票的对账单原件（经证券公司营业部盖章，从首笔买入股票开始打到2019年年底）；
2、身份证复印件；
3、证券公司营业部出具的证券开户确认单（对账单已打出身份证号码的，可不出具开户确认单）；
4、另附上投资者的联系电话、地址及电子邮箱。
律师收到以上资料后，先确定投资者是否符合条件，并计算是否存在损失。如果符合索赔条件，律师将提供正式的起诉材料给投资者。
（本文由北京时择律师事务所臧小丽律师供稿，不代表新浪财经的观点。臧小丽律师，法学博士，资本市场知名证券维权律师，北京时择律师事务所主任、创始人。执业十多年来，她先后代理投资者向一百多家违规上市公司提起了证券民事索赔诉讼，成功帮几千名投资者挽回经济损失。）（臧小丽律师专栏）
责任编辑：韦子蓉"
申万宏源：维持新高教集团“买入”评级 目标价3.46港元,2024-04-26 12:01,https://finance.sina.com.cn/tob/2024-04-26/doc-inatcshy6816323.shtml,"申万宏源发布研究报告称，维持新高教集团（02001）“买入”评级，受益于新高教集团高质量办学战略，认为公司的平均学费有望在24至26财年保持5.2%的年复合增速。维持24/25/26财年的归母净利润至7.86/8.98/9.89亿元，目标价3.46港元。集团2024财年半年报收入和利润的增长均符合该行此前预期。该行认为公司收入的增长主要源于集团稳健的内生增长，学费及住宿费提升所带动。
申万宏源主要观点如下：
学生结构优化。
新高教集团在23/24学年持续优化在校生结构，24财年本科在校生人数占比提升3.4个百分点至39.8%。受益于本科学生更高的学费，FY24财年新高教集团平均学费达到1.6万元，同比提升了13%。FY24财年集团坚持高质量内涵发展战略，持续加大人员及设施投入，人员成本同比增长11.4%，折旧摊销成本同比增加28.4%，同步或超过收入增长。新高教通过优化生源机构，提升学费水平保持了毛利基本稳定。24财年上半年毛利率39.8%，同比微升0.5个百分点。展望未来该行认为随着集团内核建设逐步完成，硬件投入下降，主营成本增长将放缓，毛利率及净利率进一步提升可期。
费用严控保障利润率。
24财年上半年公司持续优化办学效果，严控费用。行政，销售成本均维持稳定的营收占比。其中行政费用占比为4.1%，微增0.2个百分点。销售费占比1.7%，微增0.1个百分点。受益境内融资成本下降，公司在维持债务规模的情况下，财务费用占比4.5%，同比下降1.4个百分点。税前利润率40.4%，同比去年微升0.3个百分点。
民办高校分类管理逐步落地。
新高教集团旗下的东北学校（哈尔滨华德学院）和广西学校（广西英华国际职业学院）分别于2022年8月及12月获得了营利性学校过渡期办学许可证，云南及贵州学校也正在办理相关手续。该行认为集团院校登记成为营利性后将面享受学费的自主定价权。学费上涨最大程度根据院校自身办学质量以及同业价格进行市场化调整。同时由于是营利性实体，学校股东可以取得学校办学收益，学校的分红将更有保障。
风险提示：学费提价不及预期；院校营利性转设进度不及预期。
责任编辑：史丽君"
午评：港股恒指涨1.99% 恒生科指大涨3.66% 中资券商股涨势强劲,2024-04-26 12:01,https://finance.sina.com.cn/stock/hkstock/marketalerts/2024-04-26/doc-inatcshy6816979.shtml,"4月26日消息，港股三大指数高开高走，截至午间收盘，恒生指数涨1.99%，报17627.73点，恒生科技指数涨3.66%，国企指数涨2.41%。盘面上，科网股普涨，京东涨近5%，小米涨超4%，美团涨超3%；国联证券涨超15%领涨中资券商股，拟发A股收购民生证券；光伏股涨幅居前，福耀玻璃绩后涨超13%领衔；内房股涨势强劲，龙湖集团涨超9%；石油股涨势活跃，中海油绩后盘中创历史新高；汽车股集体上涨，华晨中国涨近8%。
国联证券涨超15%领涨中资券商股。昨晚，国联证券发布关于筹划重大资产重组事项的停牌公告称，拟发行股份收购国联集团等45名对手方持有的民生证券95.48%的股权，重组整合进入实质阶段。在证券行业并购浪潮下，国联证券率先迈出一步，为行业起到示范性作用。虽然A股停牌，但港股国联证券今日正常交易，早间高开近15%，盘中一度涨超31%，股价最高达到3.88港元/股。
光伏股涨幅居前，福耀玻璃绩后涨超13%领衔。消息面上，福耀玻璃公告，于2024年一季度，录得归属上市公司股东净利润13.88亿元（人民币，下同），同比增长51.76%；录得归属上市公司股东扣除非经常性损益的净利润15.18亿元，同比增长72.89%；录得营收88.36亿元，同比增长25.29%；基本每股收益0.53元。
石油股涨势活跃，中海油绩后涨超4%。中国海洋石油发布2024年第一季度业绩，该集团期内取得营业收入1114.68亿元（人民币，下同），同比增加14.1%；归母净利润397.19亿元，同比增加23.7%；基本每股收益0.84元。
责任编辑：张倩"
